Country,EdLevel,YearsCodePro,DevType,OrgSize,RemoteWork,Salary,CountryName,EducationLevel,RemoteWorkLabel,DevTypeLabel,OrgSizeLabel
12,0,8.0,8,0,2,47119.0,Spain,Bachelor's,Remote,Developer,1k-4.9k
16,2,7.0,8,4,2,115000.0,United States of America,Other,Remote,Developer,2 to 9 employees
15,3,6.0,8,5,2,99311.0,United Kingdom of Great Britain and Northern Ireland,Postgraduate,Remote,Developer,20-99
0,0,5.0,8,1,0,79325.0,Australia,Bachelor's,Hybrid,Developer,10-19
15,0,27.0,8,7,0,93104.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,500-999
6,0,6.0,8,6,0,16964.0,India,Bachelor's,Hybrid,Developer,5k-9.9k
15,2,28.0,8,0,2,93104.0,United Kingdom of Great Britain and Northern Ireland,Other,Remote,Developer,1k-4.9k
12,2,15.0,8,7,2,49261.0,Spain,Other,Remote,Developer,500-999
16,0,5.0,8,3,2,103000.0,United States of America,Bachelor's,Remote,Developer,100-499
12,0,0.5,8,0,0,32127.0,Spain,Bachelor's,Hybrid,Developer,1k-4.9k
13,1,18.0,8,0,0,66416.0,Sweden,Master's,Hybrid,Developer,1k-4.9k
5,2,15.0,13,5,2,97623.0,Germany,Other,Remote,Engineering manager,20-99
4,4,2.0,8,5,1,25701.0,France,School,In-person,Developer,20-99
15,2,2.0,8,1,1,37241.0,United Kingdom of Great Britain and Northern Ireland,Other,In-person,Developer,10-19
15,0,26.0,19,2,0,86897.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Research & Development role,10k+
9,1,8.0,8,0,0,68537.0,Netherlands,Master's,Hybrid,Developer,1k-4.9k
8,4,2.0,8,4,1,48190.0,Italy,School,In-person,Developer,2 to 9 employees
15,3,6.0,13,3,0,161380.0,United Kingdom of Great Britain and Northern Ireland,Postgraduate,Hybrid,Engineering manager,100-499
12,1,14.0,8,5,2,48833.0,Spain,Master's,Remote,Developer,20-99
9,1,13.0,8,2,0,92097.0,Netherlands,Master's,Hybrid,Developer,10k+
15,0,4.0,8,3,0,58966.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,100-499
15,1,0.5,3,2,0,41586.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Data or business analyst,10k+
15,0,16.0,8,2,2,124138.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,10k+
14,4,3.0,8,3,1,12124.0,Switzerland,School,In-person,Developer,100-499
12,2,15.0,8,0,2,58899.0,Spain,Other,Remote,Developer,1k-4.9k
5,2,13.0,8,7,2,192761.0,Germany,Other,Remote,Developer,500-999
2,2,17.0,13,6,2,148703.0,Canada,Other,Remote,Engineering manager,5k-9.9k
5,4,3.0,8,3,1,48190.0,Germany,School,In-person,Developer,100-499
9,0,6.0,8,3,0,89955.0,Netherlands,Bachelor's,Hybrid,Developer,100-499
13,1,1.0,8,0,0,37594.0,Sweden,Master's,Hybrid,Developer,1k-4.9k
15,0,6.0,8,2,0,68276.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,10k+
15,1,27.0,8,5,0,43448.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Developer,20-99
9,0,0.5,2,5,0,64254.0,Netherlands,Bachelor's,Hybrid,Cloud infrastructure engineer,20-99
4,1,13.0,8,3,0,198116.0,France,Master's,Hybrid,Developer,100-499
6,0,7.0,8,3,2,30292.0,India,Bachelor's,Remote,Developer,100-499
15,4,5.0,8,7,2,40966.0,United Kingdom of Great Britain and Northern Ireland,School,Remote,Developer,500-999
3,2,20.0,8,5,0,103525.0,Denmark,Other,Hybrid,Developer,20-99
16,0,10.0,15,2,2,200000.0,United States of America,Bachelor's,Remote,Marketing or sales professional,10k+
5,0,3.0,8,2,0,74963.0,Germany,Bachelor's,Hybrid,Developer,10k+
4,1,4.0,12,2,1,36410.0,France,Master's,In-person,Engineer,10k+
4,3,12.0,8,7,2,53545.0,France,Postgraduate,Remote,Developer,500-999
6,0,9.0,8,3,1,18175.0,India,Bachelor's,In-person,Developer,100-499
10,0,3.0,8,5,0,63429.0,Norway,Bachelor's,Hybrid,Developer,20-99
13,0,2.0,8,1,1,35382.0,Sweden,Bachelor's,In-person,Developer,10-19
5,0,2.0,8,0,2,47119.0,Germany,Bachelor's,Remote,Developer,1k-4.9k
5,1,9.0,8,0,0,74963.0,Germany,Master's,Hybrid,Developer,1k-4.9k
13,1,12.0,8,6,0,150020.0,Sweden,Master's,Hybrid,Developer,5k-9.9k
15,3,33.0,8,5,0,93104.0,United Kingdom of Great Britain and Northern Ireland,Postgraduate,Hybrid,Developer,20-99
15,0,2.0,8,1,2,52138.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,10-19
15,3,20.0,8,2,0,49655.0,United Kingdom of Great Britain and Northern Ireland,Postgraduate,Hybrid,Developer,10k+
5,0,11.0,8,2,0,74963.0,Germany,Bachelor's,Hybrid,Developer,10k+
5,2,13.0,16,3,1,51403.0,Germany,Other,In-person,Other (please specify):,100-499
5,1,13.0,8,4,2,91026.0,Germany,Master's,Remote,Developer,2 to 9 employees
0,0,16.0,2,5,0,116872.0,Australia,Bachelor's,Hybrid,Cloud infrastructure engineer,20-99
5,0,0.5,12,3,0,44763.0,Germany,Bachelor's,Hybrid,Engineer,100-499
15,0,5.0,8,3,2,55862.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,100-499
12,1,15.0,9,6,0,74963.0,Spain,Master's,Hybrid,Developer Advocate,5k-9.9k
9,1,5.0,12,3,0,57828.0,Netherlands,Master's,Hybrid,Engineer,100-499
4,1,10.0,8,5,0,49261.0,France,Master's,Hybrid,Developer,20-99
5,1,10.0,8,3,2,91026.0,Germany,Master's,Remote,Developer,100-499
2,0,0.5,8,1,0,46841.0,Canada,Bachelor's,Hybrid,Developer,10-19
16,0,5.0,8,5,2,74351.0,United States of America,Bachelor's,Remote,Developer,20-99
16,1,25.0,8,7,2,207000.0,United States of America,Master's,Remote,Developer,500-999
16,3,9.0,0,8,1,113000.0,United States of America,Postgraduate,In-person,Academic researcher,Unknown
0,0,0.5,8,6,1,49578.0,Australia,Bachelor's,In-person,Developer,5k-9.9k
11,0,1.0,7,3,0,13399.0,Poland,Bachelor's,Hybrid,DevOps specialist,100-499
16,0,32.0,8,3,2,165000.0,United States of America,Bachelor's,Remote,Developer,100-499
15,3,23.0,19,5,0,99311.0,United Kingdom of Great Britain and Northern Ireland,Postgraduate,Hybrid,Research & Development role,20-99
16,0,10.0,16,4,0,190000.0,United States of America,Bachelor's,Hybrid,Other (please specify):,2 to 9 employees
16,0,7.0,8,0,2,135000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
13,0,3.0,8,0,0,38699.0,Sweden,Bachelor's,Hybrid,Developer,1k-4.9k
6,0,9.0,8,6,2,31916.0,India,Bachelor's,Remote,Developer,5k-9.9k
13,2,15.0,8,5,0,73713.0,Sweden,Other,Hybrid,Developer,20-99
5,0,6.0,8,7,0,80317.0,Germany,Bachelor's,Hybrid,Developer,500-999
16,0,17.0,8,6,2,110000.0,United States of America,Bachelor's,Remote,Developer,5k-9.9k
13,3,6.0,8,6,0,50862.0,Sweden,Postgraduate,Hybrid,Developer,5k-9.9k
12,0,12.0,8,0,2,53545.0,Spain,Bachelor's,Remote,Developer,1k-4.9k
5,2,0.5,8,6,2,48190.0,Germany,Other,Remote,Developer,5k-9.9k
5,1,13.0,8,6,0,103877.0,Germany,Master's,Hybrid,Developer,5k-9.9k
13,1,3.0,8,0,1,71870.0,Sweden,Master's,In-person,Developer,1k-4.9k
2,0,15.0,19,2,0,66916.0,Canada,Bachelor's,Hybrid,Research & Development role,10k+
5,2,15.0,22,3,0,155280.0,Germany,Other,Hybrid,Senior Executive (C-Suite,100-499
4,0,3.0,8,5,2,49261.0,France,Bachelor's,Remote,Developer,20-99
15,1,13.0,8,0,2,76966.0,United Kingdom of Great Britain and Northern Ireland,Master's,Remote,Developer,1k-4.9k
3,4,1.0,8,5,1,64703.0,Denmark,School,In-person,Developer,20-99
6,0,8.0,8,0,2,21447.0,India,Bachelor's,Remote,Developer,1k-4.9k
6,0,8.0,8,0,1,16964.0,India,Bachelor's,In-person,Developer,1k-4.9k
5,1,22.0,8,1,2,99593.0,Germany,Master's,Remote,Developer,10-19
6,0,5.0,8,3,0,15752.0,India,Bachelor's,Hybrid,Developer,100-499
13,1,6.0,8,3,2,66342.0,Sweden,Master's,Remote,Developer,100-499
10,0,15.0,8,5,0,90613.0,Norway,Bachelor's,Hybrid,Developer,20-99
5,1,4.0,8,3,0,63183.0,Germany,Master's,Hybrid,Developer,100-499
4,3,20.0,0,6,0,69608.0,France,Postgraduate,Hybrid,Academic researcher,5k-9.9k
15,1,28.0,8,4,1,124138.0,United Kingdom of Great Britain and Northern Ireland,Master's,In-person,Developer,2 to 9 employees
13,0,12.0,8,3,0,69106.0,Sweden,Bachelor's,Hybrid,Developer,100-499
5,1,10.0,8,7,0,107090.0,Germany,Master's,Hybrid,Developer,500-999
6,0,1.0,8,0,2,16479.0,India,Bachelor's,Remote,Developer,1k-4.9k
2,0,7.0,8,0,2,110412.0,Canada,Bachelor's,Remote,Developer,1k-4.9k
9,4,6.0,8,5,2,91026.0,Netherlands,School,Remote,Developer,20-99
9,3,35.0,19,5,0,80317.0,Netherlands,Postgraduate,Hybrid,Research & Development role,20-99
16,0,15.0,22,5,0,210000.0,United States of America,Bachelor's,Hybrid,Senior Executive (C-Suite,20-99
16,1,7.0,8,5,2,185000.0,United States of America,Master's,Remote,Developer,20-99
6,1,10.0,12,6,2,48468.0,India,Master's,Remote,Engineer,5k-9.9k
5,0,6.0,8,3,2,68537.0,Germany,Bachelor's,Remote,Developer,100-499
16,2,6.0,16,5,0,81000.0,United States of America,Other,Hybrid,Other (please specify):,20-99
5,1,13.0,8,2,0,112444.0,Germany,Master's,Hybrid,Developer,10k+
10,0,3.0,8,3,0,58898.0,Norway,Bachelor's,Hybrid,Developer,100-499
15,4,19.0,13,0,0,126000.0,United Kingdom of Great Britain and Northern Ireland,School,Hybrid,Engineering manager,1k-4.9k
7,3,9.0,8,6,2,150104.0,Israel,Postgraduate,Remote,Developer,5k-9.9k
2,1,15.0,11,7,1,66916.0,Canada,Master's,In-person,Educator,500-999
15,2,8.0,8,6,2,124138.0,United Kingdom of Great Britain and Northern Ireland,Other,Remote,Developer,5k-9.9k
11,1,5.0,8,1,2,41871.0,Poland,Master's,Remote,Developer,10-19
16,3,16.0,20,2,0,120000.0,United States of America,Postgraduate,Hybrid,Scientist,10k+
15,1,4.0,8,2,0,59586.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Developer,10k+
4,1,1.0,8,1,1,37481.0,France,Master's,In-person,Developer,10-19
16,2,13.0,8,5,2,165000.0,United States of America,Other,Remote,Developer,20-99
1,2,8.0,8,0,2,26780.0,Brazil,Other,Remote,Developer,1k-4.9k
6,0,15.0,8,3,2,72701.0,India,Bachelor's,Remote,Developer,100-499
8,4,2.0,8,1,1,21418.0,Italy,School,In-person,Developer,10-19
15,0,4.0,8,3,2,96828.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,100-499
16,2,10.0,8,5,1,92000.0,United States of America,Other,In-person,Developer,20-99
16,0,20.0,8,2,2,180000.0,United States of America,Bachelor's,Remote,Developer,10k+
16,0,6.0,4,3,0,100000.0,United States of America,Bachelor's,Hybrid,Data scientist or machine learning specialist,100-499
11,1,19.0,8,3,0,43067.0,Poland,Master's,Hybrid,Developer,100-499
16,0,11.0,8,6,2,155000.0,United States of America,Bachelor's,Remote,Developer,5k-9.9k
15,3,2.0,4,5,2,40966.0,United Kingdom of Great Britain and Northern Ireland,Postgraduate,Remote,Data scientist or machine learning specialist,20-99
1,2,5.0,8,6,2,40575.0,Brazil,Other,Remote,Developer,5k-9.9k
5,1,30.0,8,3,0,69608.0,Germany,Master's,Hybrid,Developer,100-499
4,1,14.0,8,5,0,58899.0,France,Master's,Hybrid,Developer,20-99
13,2,9.0,8,3,1,44689.0,Sweden,Other,In-person,Developer,100-499
2,0,17.0,8,3,0,185879.0,Canada,Bachelor's,Hybrid,Developer,100-499
5,1,4.0,8,5,2,59970.0,Germany,Master's,Remote,Developer,20-99
4,1,4.0,8,2,0,53545.0,France,Master's,Hybrid,Developer,10k+
6,0,8.0,8,5,0,36351.0,India,Bachelor's,Hybrid,Developer,20-99
1,0,5.0,8,4,0,24345.0,Brazil,Bachelor's,Hybrid,Developer,2 to 9 employees
8,2,2.0,8,4,2,54616.0,Italy,Other,Remote,Developer,2 to 9 employees
12,1,2.0,13,4,0,42836.0,Spain,Master's,Hybrid,Engineering manager,2 to 9 employees
1,3,1.0,4,5,2,14607.0,Brazil,Postgraduate,Remote,Data scientist or machine learning specialist,20-99
5,1,2.0,8,1,2,53545.0,Germany,Master's,Remote,Developer,10-19
5,1,23.0,8,4,2,99593.0,Germany,Master's,Remote,Developer,2 to 9 employees
5,1,25.0,8,2,0,98522.0,Germany,Master's,Hybrid,Developer,10k+
4,1,3.0,8,5,0,17091.0,France,Master's,Hybrid,Developer,20-99
13,0,0.5,16,4,1,35382.0,Sweden,Bachelor's,In-person,Other (please specify):,2 to 9 employees
9,0,7.0,8,7,2,74963.0,Netherlands,Bachelor's,Remote,Developer,500-999
0,0,15.0,16,3,0,75358.0,Australia,Bachelor's,Hybrid,Other (please specify):,100-499
6,0,8.0,8,2,2,27869.0,India,Bachelor's,Remote,Developer,10k+
13,3,7.0,8,5,1,74635.0,Sweden,Postgraduate,In-person,Developer,20-99
6,0,3.0,8,7,0,12723.0,India,Bachelor's,Hybrid,Developer,500-999
16,1,18.0,8,0,2,176800.0,United States of America,Master's,Remote,Developer,1k-4.9k
16,0,35.0,10,2,2,120000.0,United States of America,Bachelor's,Remote,Developer Experience,10k+
2,0,5.0,8,5,0,63199.0,Canada,Bachelor's,Hybrid,Developer,20-99
16,0,24.0,8,2,0,153000.0,United States of America,Bachelor's,Hybrid,Developer,10k+
3,0,3.0,8,5,1,72468.0,Denmark,Bachelor's,In-person,Developer,20-99
12,1,16.0,8,3,2,44978.0,Spain,Master's,Remote,Developer,100-499
5,0,3.0,8,1,2,57828.0,Germany,Bachelor's,Remote,Developer,10-19
16,0,7.0,2,4,2,130000.0,United States of America,Bachelor's,Remote,Cloud infrastructure engineer,2 to 9 employees
9,0,4.0,8,3,0,55687.0,Netherlands,Bachelor's,Hybrid,Developer,100-499
16,1,33.0,8,0,0,150000.0,United States of America,Master's,Hybrid,Developer,1k-4.9k
8,0,3.0,8,3,2,27843.0,Italy,Bachelor's,Remote,Developer,100-499
8,0,5.0,8,4,0,33733.0,Italy,Bachelor's,Hybrid,Developer,2 to 9 employees
16,0,20.0,8,2,2,150000.0,United States of America,Bachelor's,Remote,Developer,10k+
4,1,2.0,8,3,0,41765.0,France,Master's,Hybrid,Developer,100-499
6,1,6.0,8,7,1,15752.0,India,Master's,In-person,Developer,500-999
14,1,22.0,8,6,0,198389.0,Switzerland,Master's,Hybrid,Developer,5k-9.9k
13,0,5.0,8,3,0,51507.0,Sweden,Bachelor's,Hybrid,Developer,100-499
0,0,8.0,22,5,0,99156.0,Australia,Bachelor's,Hybrid,Senior Executive (C-Suite,20-99
9,1,7.0,8,0,0,80317.0,Netherlands,Master's,Hybrid,Developer,1k-4.9k
5,1,7.0,8,5,0,80317.0,Germany,Master's,Hybrid,Developer,20-99
15,0,11.0,8,3,2,85035.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,100-499
15,2,23.0,12,3,2,148966.0,United Kingdom of Great Britain and Northern Ireland,Other,Remote,Engineer,100-499
8,0,14.0,8,3,2,46798.0,Italy,Bachelor's,Remote,Developer,100-499
5,3,0.5,0,3,0,80317.0,Germany,Postgraduate,Hybrid,Academic researcher,100-499
11,1,7.0,8,5,1,37325.0,Poland,Master's,In-person,Developer,20-99
9,0,10.0,5,7,2,117798.0,Netherlands,Bachelor's,Remote,Database administrator,500-999
11,1,12.0,8,0,0,66358.0,Poland,Master's,Hybrid,Developer,1k-4.9k
9,1,2.0,20,5,0,48190.0,Netherlands,Master's,Hybrid,Scientist,20-99
1,0,11.0,8,6,2,28403.0,Brazil,Bachelor's,Remote,Developer,5k-9.9k
15,3,20.0,8,5,0,99311.0,United Kingdom of Great Britain and Northern Ireland,Postgraduate,Hybrid,Developer,20-99
5,4,17.0,8,5,0,48190.0,Germany,School,Hybrid,Developer,20-99
16,0,8.0,8,3,2,176000.0,United States of America,Bachelor's,Remote,Developer,100-499
15,0,35.0,8,5,2,99311.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,20-99
8,1,3.0,8,3,0,32127.0,Italy,Master's,Hybrid,Developer,100-499
14,1,3.0,0,1,0,65028.0,Switzerland,Master's,Hybrid,Academic researcher,10-19
11,2,3.0,8,0,0,45460.0,Poland,Other,Hybrid,Developer,1k-4.9k
8,1,16.0,8,7,1,74963.0,Italy,Master's,In-person,Developer,500-999
7,0,9.0,8,0,1,48110.0,Israel,Bachelor's,In-person,Developer,1k-4.9k
2,2,40.0,8,1,0,89222.0,Canada,Other,Hybrid,Developer,10-19
15,0,2.0,19,2,0,34759.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Research & Development role,10k+
4,1,10.0,8,5,2,80317.0,France,Master's,Remote,Developer,20-99
15,2,15.0,8,7,0,130345.0,United Kingdom of Great Britain and Northern Ireland,Other,Hybrid,Developer,500-999
15,0,2.0,8,3,0,86897.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,100-499
15,0,2.0,8,0,2,74483.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,1k-4.9k
1,0,5.0,8,3,2,14607.0,Brazil,Bachelor's,Remote,Developer,100-499
6,0,6.0,8,3,1,31504.0,India,Bachelor's,In-person,Developer,100-499
4,0,2.0,8,4,1,35340.0,France,Bachelor's,In-person,Developer,2 to 9 employees
3,1,5.0,8,5,1,79369.0,Denmark,Master's,In-person,Developer,20-99
10,1,5.0,19,0,0,57086.0,Norway,Master's,Hybrid,Research & Development role,1k-4.9k
5,0,2.0,8,1,0,87813.0,Germany,Bachelor's,Hybrid,Developer,10-19
5,1,11.0,8,7,0,91026.0,Germany,Master's,Hybrid,Developer,500-999
15,3,3.0,8,7,0,68276.0,United Kingdom of Great Britain and Northern Ireland,Postgraduate,Hybrid,Developer,500-999
13,0,5.0,8,3,0,46071.0,Sweden,Bachelor's,Hybrid,Developer,100-499
16,0,10.0,8,2,0,140000.0,United States of America,Bachelor's,Hybrid,Developer,10k+
4,2,5.0,8,1,0,64254.0,France,Other,Hybrid,Developer,10-19
4,1,17.0,8,0,0,47119.0,France,Master's,Hybrid,Developer,1k-4.9k
10,1,11.0,16,1,0,108736.0,Norway,Master's,Hybrid,Other (please specify):,10-19
11,1,3.0,8,7,0,47852.0,Poland,Master's,Hybrid,Developer,500-999
15,0,8.0,8,2,0,76966.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,10k+
16,1,2.0,8,3,2,113000.0,United States of America,Master's,Remote,Developer,100-499
16,1,22.0,16,2,1,120000.0,United States of America,Master's,In-person,Other (please specify):,10k+
15,3,8.0,4,8,0,136552.0,United Kingdom of Great Britain and Northern Ireland,Postgraduate,Hybrid,Data scientist or machine learning specialist,Unknown
16,2,20.0,8,3,2,140000.0,United States of America,Other,Remote,Developer,100-499
15,0,6.0,8,5,1,49655.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,In-person,Developer,20-99
14,4,20.0,8,4,0,110216.0,Switzerland,School,Hybrid,Developer,2 to 9 employees
12,2,17.0,8,5,2,54616.0,Spain,Other,Remote,Developer,20-99
16,0,15.0,18,3,0,100000.0,United States of America,Bachelor's,Hybrid,Project manager,100-499
5,4,3.0,8,1,0,69608.0,Germany,School,Hybrid,Developer,10-19
4,1,18.0,8,5,0,69608.0,France,Master's,Hybrid,Developer,20-99
11,1,15.0,8,0,0,62208.0,Poland,Master's,Hybrid,Developer,1k-4.9k
1,0,5.0,8,5,2,34000.0,Brazil,Bachelor's,Remote,Developer,20-99
15,1,10.0,16,3,2,111724.0,United Kingdom of Great Britain and Northern Ireland,Master's,Remote,Other (please specify):,100-499
8,0,6.0,8,2,2,49261.0,Italy,Bachelor's,Remote,Developer,10k+
4,2,5.0,8,5,0,48190.0,France,Other,Hybrid,Developer,20-99
15,0,8.0,8,3,0,93104.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,100-499
15,2,32.0,8,4,2,93104.0,United Kingdom of Great Britain and Northern Ireland,Other,Remote,Developer,2 to 9 employees
1,0,3.0,8,5,0,14201.0,Brazil,Bachelor's,Hybrid,Developer,20-99
5,0,16.0,8,3,0,93168.0,Germany,Bachelor's,Hybrid,Developer,100-499
1,2,2.0,3,5,2,12684.0,Brazil,Other,Remote,Data or business analyst,20-99
5,0,10.0,8,5,1,33198.0,Germany,Bachelor's,In-person,Developer,20-99
15,4,8.0,8,2,2,42207.0,United Kingdom of Great Britain and Northern Ireland,School,Remote,Developer,10k+
2,0,10.0,8,3,0,152420.0,Canada,Bachelor's,Hybrid,Developer,100-499
16,0,9.0,13,3,0,170000.0,United States of America,Bachelor's,Hybrid,Engineering manager,100-499
16,2,34.0,16,3,2,150000.0,United States of America,Other,Remote,Other (please specify):,100-499
15,0,19.0,8,5,2,105517.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,20-99
16,1,18.0,8,3,2,132000.0,United States of America,Master's,Remote,Developer,100-499
14,1,2.0,8,6,1,181857.0,Switzerland,Master's,In-person,Developer,5k-9.9k
4,0,9.0,8,3,0,32127.0,France,Bachelor's,Hybrid,Developer,100-499
13,2,12.0,8,5,1,44228.0,Sweden,Other,In-person,Developer,20-99
16,0,15.0,12,4,2,160000.0,United States of America,Bachelor's,Remote,Engineer,2 to 9 employees
5,1,2.0,8,5,2,98522.0,Germany,Master's,Remote,Developer,20-99
5,1,8.0,8,5,0,89420.0,Germany,Master's,Hybrid,Developer,20-99
4,1,6.0,8,3,0,66396.0,France,Master's,Hybrid,Developer,100-499
5,1,18.0,8,3,0,85672.0,Germany,Master's,Hybrid,Developer,100-499
15,0,3.0,16,7,0,78207.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Other (please specify):,500-999
6,0,8.0,8,8,2,52103.0,India,Bachelor's,Remote,Developer,Unknown
1,0,9.0,8,2,2,32054.0,Brazil,Bachelor's,Remote,Developer,10k+
16,2,4.0,8,2,2,150000.0,United States of America,Other,Remote,Developer,10k+
16,0,3.0,8,3,2,145000.0,United States of America,Bachelor's,Remote,Developer,100-499
16,0,12.0,17,6,2,165000.0,United States of America,Bachelor's,Remote,Product manager,5k-9.9k
5,0,11.0,13,5,2,192761.0,Germany,Bachelor's,Remote,Engineering manager,20-99
11,1,4.0,8,4,2,38282.0,Poland,Master's,Remote,Developer,2 to 9 employees
15,0,5.0,17,5,0,124138.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Product manager,20-99
5,1,4.0,12,5,0,72821.0,Germany,Master's,Hybrid,Engineer,20-99
16,1,30.0,16,1,2,125000.0,United States of America,Master's,Remote,Other (please specify):,10-19
2,0,12.0,13,3,0,104092.0,Canada,Bachelor's,Hybrid,Engineering manager,100-499
2,0,12.0,8,3,0,63199.0,Canada,Bachelor's,Hybrid,Developer,100-499
15,1,9.0,8,0,0,165104.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Developer,1k-4.9k
16,0,9.0,13,2,0,195000.0,United States of America,Bachelor's,Hybrid,Engineering manager,10k+
14,0,3.0,21,5,2,88173.0,Switzerland,Bachelor's,Remote,Security professional,20-99
16,1,11.0,8,2,2,225000.0,United States of America,Master's,Remote,Developer,10k+
2,2,21.0,8,3,2,97400.0,Canada,Other,Remote,Developer,100-499
16,0,4.0,8,2,0,108000.0,United States of America,Bachelor's,Hybrid,Developer,10k+
2,2,10.0,8,3,2,85504.0,Canada,Other,Remote,Developer,100-499
16,2,3.0,24,2,1,120000.0,United States of America,Other,In-person,System administrator,10k+
16,0,4.0,8,3,0,73000.0,United States of America,Bachelor's,Hybrid,Developer,100-499
10,1,3.0,0,8,1,54368.0,Norway,Master's,In-person,Academic researcher,Unknown
15,2,20.0,8,3,2,74483.0,United Kingdom of Great Britain and Northern Ireland,Other,Remote,Developer,100-499
16,2,8.0,8,0,2,103000.0,United States of America,Other,Remote,Developer,1k-4.9k
16,0,23.0,12,7,1,98000.0,United States of America,Bachelor's,In-person,Engineer,500-999
4,1,15.0,13,3,2,91026.0,France,Master's,Remote,Engineering manager,100-499
13,1,0.5,8,2,0,44965.0,Sweden,Master's,Hybrid,Developer,10k+
1,4,5.0,2,2,2,40575.0,Brazil,School,Remote,Cloud infrastructure engineer,10k+
12,0,4.0,7,0,0,35340.0,Spain,Bachelor's,Hybrid,DevOps specialist,1k-4.9k
16,1,26.0,8,0,2,200000.0,United States of America,Master's,Remote,Developer,1k-4.9k
2,0,33.0,2,5,0,89222.0,Canada,Bachelor's,Hybrid,Cloud infrastructure engineer,20-99
14,2,25.0,7,1,1,141848.0,Switzerland,Other,In-person,DevOps specialist,10-19
14,0,5.0,8,4,1,82662.0,Switzerland,Bachelor's,In-person,Developer,2 to 9 employees
2,0,10.0,12,3,2,96657.0,Canada,Bachelor's,Remote,Engineer,100-499
16,1,5.0,8,5,1,70000.0,United States of America,Master's,In-person,Developer,20-99
5,3,0.5,8,0,1,62969.0,Germany,Postgraduate,In-person,Developer,1k-4.9k
16,0,28.0,7,2,0,240000.0,United States of America,Bachelor's,Hybrid,DevOps specialist,10k+
8,0,15.0,8,7,0,37481.0,Italy,Bachelor's,Hybrid,Developer,500-999
16,0,12.0,8,2,2,165000.0,United States of America,Bachelor's,Remote,Developer,10k+
16,0,0.5,8,5,0,60000.0,United States of America,Bachelor's,Hybrid,Developer,20-99
11,1,5.0,8,2,2,71779.0,Poland,Master's,Remote,Developer,10k+
1,0,7.0,8,0,2,19070.0,Brazil,Bachelor's,Remote,Developer,1k-4.9k
16,0,25.0,8,0,2,150000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
9,1,2.0,8,3,0,61576.0,Netherlands,Master's,Hybrid,Developer,100-499
5,3,6.0,8,0,0,85672.0,Germany,Postgraduate,Hybrid,Developer,1k-4.9k
16,0,17.0,8,5,2,130000.0,United States of America,Bachelor's,Remote,Developer,20-99
9,0,8.0,10,3,0,101735.0,Netherlands,Bachelor's,Hybrid,Developer Experience,100-499
16,0,5.0,8,5,0,85000.0,United States of America,Bachelor's,Hybrid,Developer,20-99
1,0,11.0,8,0,2,37329.0,Brazil,Bachelor's,Remote,Developer,1k-4.9k
16,0,11.0,8,3,0,135000.0,United States of America,Bachelor's,Hybrid,Developer,100-499
9,2,22.0,8,3,1,69608.0,Netherlands,Other,In-person,Developer,100-499
16,0,15.0,19,4,2,100000.0,United States of America,Bachelor's,Remote,Research & Development role,2 to 9 employees
16,0,16.0,8,4,2,170000.0,United States of America,Bachelor's,Remote,Developer,2 to 9 employees
16,0,4.0,7,0,2,139000.0,United States of America,Bachelor's,Remote,DevOps specialist,1k-4.9k
13,1,2.0,12,0,0,44228.0,Sweden,Master's,Hybrid,Engineer,1k-4.9k
4,1,1.0,8,7,0,36410.0,France,Master's,Hybrid,Developer,500-999
4,1,4.0,8,0,0,32127.0,France,Master's,Hybrid,Developer,1k-4.9k
16,1,31.0,8,7,0,60000.0,United States of America,Master's,Hybrid,Developer,500-999
